∆⁄ ˝,∫Ï«Ú_1,∫Ï«Ú_2,∫Ï«Ú_3,∫Ï«Ú_4,∫Ï«Ú_5,∫Ï«Ú_6,¿∂«Ú
3087,2,3,4,5,24,28,13
3086,5,12,16,18,26,30,13
3085,1,4,11,12,19,27,14
3084,2,6,7,10,17,33,3
3083,1,3,14,18,26,28,1
3082,7,17,18,19,30,31,14
3081,1,2,14,26,29,30,7
3080,9,20,24,25,28,30,10
3079,12,15,22,23,26,31,4
3078,7,12,23,26,29,30,11
3077,4,12,16,22,24,25,6
3076,1,13,16,18,20,29,2
3075,16,17,19,22,31,33,11
3074,2,12,19,22,27,32,1
3073,2,12,14,21,23,30,13
3072,3,6,8,11,19,27,11
3071,9,11,12,14,15,33,11
3070,1,2,4,17,18,19,8
3069,7,11,16,19,26,28,11
3068,9,19,25,27,32,33,11
3067,5,11,12,13,27,31,10
3066,3,7,8,20,24,32,14
3065,6,15,16,17,30,33,11
3064,4,6,8,12,15,30,1
3063,5,8,9,14,21,33,11
3062,1,6,12,19,20,32,14
3061,3,5,20,21,28,32,2
3060,2,4,6,17,21,28,11
3059,2,3,5,6,18,30,4
3058,9,11,16,28,32,33,2
3057,18,19,24,25,30,31,16
3056,8,17,21,26,28,29,7
3055,6,13,16,21,28,31,16
3054,2,5,9,21,31,33,12
3053,15,19,20,21,28,29,13
3052,1,12,13,23,30,31,11
3051,4,13,15,17,24,27,1
3050,2,8,17,23,24,26,13
3049,3,6,7,13,24,25,15
3048,10,12,20,28,30,31,9
3047,3,17,26,28,32,33,16
3046,7,8,10,11,17,26,11
3045,3,7,14,15,17,32,3
3044,2,5,9,16,32,33,15
3043,2,8,10,19,20,32,13
3042,3,5,7,10,15,20,7
3041,2,3,17,18,24,25,11
3040,4,5,6,12,14,23,16
3039,3,5,23,24,27,32,3
3038,5,7,8,24,25,27,16
3037,9,14,17,18,26,32,7
3036,7,21,24,25,27,28,15
3035,3,4,5,8,10,11,8
3034,8,13,14,16,23,25,14
3033,1,7,14,20,27,30,10
3032,4,11,25,27,29,30,13
3031,11,17,20,22,28,32,1
3030,2,6,13,14,23,27,7
3029,2,7,15,26,29,32,10
3028,6,13,16,20,28,32,7
3027,1,11,14,17,27,28,15
3026,8,13,15,26,29,31,16
3025,1,5,11,13,14,27,12
3024,2,7,15,17,22,30,14
3023,1,10,20,22,26,31,2
3022,2,7,11,12,14,32,8
3021,14,15,18,25,26,30,1
3020,7,10,25,26,27,32,4
3019,4,8,12,13,16,33,9
3018,5,16,19,20,25,28,13
3017,5,8,18,23,25,31,6
3016,11,17,28,30,31,33,6
3015,4,11,19,25,26,32,13
3014,3,5,7,8,21,31,2
3013,8,13,17,21,23,32,12
3012,2,12,16,17,27,30,12
3011,4,5,11,12,30,32,15
3010,1,2,8,13,17,24,13
3009,5,9,18,20,22,30,9
3008,5,8,9,14,17,23,8
3007,1,9,19,21,23,26,7
3006,1,3,10,21,26,27,6
3005,4,6,15,17,30,31,16
3004,4,6,7,10,13,25,3
3003,1,7,10,23,28,32,16
3002,4,9,19,20,21,26,12
3001,10,11,12,13,26,28,11
